filename,category,people,job_title,media_personality
348.txt,entertainment,Will Smith,Actor,TV/Film Personality
348.txt,entertainment,Kevin Spacey,Actor,TV/Film Personality
348.txt,entertainment,Keanu Reeves,Actor,TV/Film Personality
360.txt,entertainment,Jennifer Lopez,Actress and Singer,Musician
360.txt,entertainment,Richard Gere,Actor,TV/Film Personality
360.txt,entertainment,Peter Chelsom,Film Director,TV/Film Personality
360.txt,entertainment,Honor Blackman,Actress,TV/Film Personality
360.txt,entertainment,Tess Daly,TV Presenter,TV/Film Personality
360.txt,entertainment,Anita Dobson,Actress,TV/Film Personality
360.txt,entertainment,Marc Anthony,Singer,Musician
374.txt,entertainment,Stan Lee,Comic book veteran,Other
374.txt,entertainment,Robert Evans,Producer,TV/Film Personality
374.txt,entertainment,Peter Briggs,Screenwriter,TV/Film Personality
374.txt,entertainment,Gill Champion,President and chief executive of POW! Entertainment,Politician
176.txt,entertainment,Lisa Kudrow,"Actress, Executive Producer",TV/Film Personality
176.txt,entertainment,Matt LeBlanc,Actor,TV/Film Personality
176.txt,entertainment,Jennifer Aniston,Actress,TV/Film Personality
176.txt,entertainment,Courteney Cox Arquette,Actress,TV/Film Personality
176.txt,entertainment,David Arquette,Actor,TV/Film Personality
176.txt,entertainment,Matthew Perry,Actor,TV/Film Personality
176.txt,entertainment,David Schwimmer,"Actor, Director",TV/Film Personality
016.txt,entertainment,Arthur Hailey,Novelist,Other
228.txt,entertainment,Ian Curtis,Late Joy Division singer,Musician
228.txt,entertainment,Deborah Curtis,Ian Curtis's widow,Other
228.txt,entertainment,Tony Wilson,Music mogul,TV/Film Personality
228.txt,entertainment,Natalie Curtis,Daughter of Ian Curtis,Other
200.txt,entertainment,Paul Burrell,Contestant on I'm A Celebrity ... Get Me Out Of Here,Other
200.txt,entertainment,Joe Pasquale,Contestant on I'm A Celebrity ... Get Me Out Of Here,Other
200.txt,entertainment,Janet Street-Porter,Contestant on I'm A Celebrity ... Get Me Out Of Here,Other
200.txt,entertainment,Fran Cosgrave,Contestant on I'm A Celebrity ... Get Me Out Of Here,Other
200.txt,entertainment,Natalie Appleton,Former contestant on I'm A Celebrity ... Get Me Out Of Here,Other
200.txt,entertainment,Sophie Anderton,Former contestant on I'm A Celebrity ... Get Me Out Of Here,Other
200.txt,entertainment,Brian Harvey,Former contestant on I'm A Celebrity ... Get Me Out Of Here,Other
216.txt,entertainment,,,Other
202.txt,entertainment,Edward Leigh,MP,Politician
202.txt,entertainment,Not mentioned,BBC spokeswoman,Media Personality
014.txt,entertainment,Paul Stewart,Author,Other
014.txt,entertainment,Chris Riddell,Illustrator,Other
014.txt,entertainment,Sally Grindley,Author,Other
014.txt,entertainment,Mini Grey,Author,Other
014.txt,entertainment,Julia Eccleshare,Chair of the adult judging panel,Other
028.txt,entertainment,Alfonso Cuaron,Film director,TV/Film Personality
028.txt,entertainment,Jeff Robinov,Warner producer,TV/Film Personality
174.txt,entertainment,Simon Cowell,Judge on The X Factor,Other
174.txt,entertainment,Louis Walsh,Judge on The X Factor,Other
174.txt,entertainment,Sharon Osbourne,Judge on The X Factor,Other
174.txt,entertainment,Rowetta Satchell,Finalist on The X Factor,Other
174.txt,entertainment,Steve Brookstein,Finalist on The X Factor,Other
174.txt,entertainment,Tabby Callaghan,Finalist on The X Factor,Other
174.txt,entertainment,G4,Finalist group on The X Factor,Other
174.txt,entertainment,Claudia Rosencrantz,ITV's controller of entertainment,TV/Film Personality
362.txt,entertainment,Stellan Skarsgard,Actor,TV/Film Personality
362.txt,entertainment,Liam Neeson,Actor,TV/Film Personality
362.txt,entertainment,John Frankenheimer,Director,TV/Film Personality
362.txt,entertainment,Max Von Sydow,Actor,TV/Film Personality
362.txt,entertainment,Paul Schrader,Director,TV/Film Personality
362.txt,entertainment,Renny Harlin,Director,TV/Film Personality
376.txt,entertainment,Dan Brown,US author,Other
376.txt,entertainment,Tom Hanks,Actor,TV/Film Personality
376.txt,entertainment,Audrey Tautou,French actress,TV/Film Personality
376.txt,entertainment,Ron Howard,Director,TV/Film Personality
363.txt,entertainment,Bruce Davis,Academy executive director,TV/Film Personality
363.txt,entertainment,Paul Dergarabedian,Box office tracker,Other
363.txt,entertainment,Mel Gibson,"Actor, director",TV/Film Personality
161.txt,entertainment,Mark Morrison,R&B singer,Musician
161.txt,entertainment,Kevin Campbell,Premiership footballer and record company boss,Other
203.txt,entertainment,Germaine Greer,feminist writer and broadcaster,Media Personality
203.txt,entertainment,Brigitte Nielsen,actress,TV/Film Personality
203.txt,entertainment,Jackie Stallone,reality TV personality,TV/Film Personality
203.txt,entertainment,John McCririck,contestant,Other
203.txt,entertainment,Bez,Happy Mondays dancer,Other
203.txt,entertainment,Kenzie,Blazin' Squad singer,Musician
203.txt,entertainment,Jeremy Edwards,actor,TV/Film Personality
203.txt,entertainment,John Lydon,Sex Pistol,Other
203.txt,entertainment,Danniella Westbrook,former EastEnders actress,TV/Film Personality
203.txt,entertainment,Brian Harvey,ex-E17 singer,Musician
203.txt,entertainment,Sunita Sharma,former Big Brother housemate,Other
203.txt,entertainment,Sandy Cumming,former Big Brother housemate,Other
203.txt,entertainment,Lisa I'Anson,DJ,Musician
213.txt,entertainment,Sergio Gera,Programme's chief co-ordinator,Other
213.txt,entertainment,Victoria Lapete,Participant,Other
213.txt,entertainment,Joaquim Sahundi,Head of tracing in Wambo,Other
213.txt,entertainment,Rafael Marques,Member of the pro-democracy George Soros Foundation for Southern Africa,Other
011.txt,entertainment,Damien Hirst,Artist,Musician
011.txt,entertainment,Tracey Emin,Artist,Musician
011.txt,entertainment,Mario Testino,Photographer,Other
011.txt,entertainment,Ken Loach,Film Director,TV/Film Personality
011.txt,entertainment,Hussein Chalayan,Fashion Designer,Other
011.txt,entertainment,Graham Coxon,Musician,Musician
005.txt,entertainment,Sir Cameron Mackintosh,Theatre impresario,TV/Film Personality
005.txt,entertainment,Laura Michelle Kelly,Lead actress,TV/Film Personality
005.txt,entertainment,Barbara Windsor,Actress,TV/Film Personality
005.txt,entertainment,Graham Norton,Comic,Other
005.txt,entertainment,Sir Richard Attenborough,Actor,TV/Film Personality
171.txt,entertainment,Janet Jackson,Entertainer,Other
171.txt,entertainment,Sam Brownbeck,Republican Senator from Kansas,Politician
171.txt,entertainment,Fred Upton,Republican politician,Politician
367.txt,entertainment,Chris Rock,Comedian,Other
367.txt,entertainment,Jamie Foxx,Actor,TV/Film Personality
367.txt,entertainment,Clint Eastwood,"Actor, Director",TV/Film Personality
367.txt,entertainment,Martin Scorsese,Director,TV/Film Personality
367.txt,entertainment,Mike Leigh,Director,TV/Film Personality
373.txt,entertainment,Mike Leigh,Director,TV/Film Personality
373.txt,entertainment,Imelda Staunton,Actress,TV/Film Personality
373.txt,entertainment,Kate Winslet,Actress,TV/Film Personality
373.txt,entertainment,Clive Owen,Actor,TV/Film Personality
373.txt,entertainment,Sophie Okonedo,Actress,TV/Film Personality
373.txt,entertainment,Andrea Arnold,Filmmaker,Other
373.txt,entertainment,Sandy Powell,Costume Designer,Other
373.txt,entertainment,Gary McKendry,Filmmaker,Other
373.txt,entertainment,Ashvin Kumar,Filmmaker,Other
373.txt,entertainment,Alexandra Byrne,Costume Designer,Other
373.txt,entertainment,Andrew Lloyd Webber,Composer,Musician
373.txt,entertainment,Charles Hart,Lyricist,Other
373.txt,entertainment,John Mathieson,Cinematographer,Other
373.txt,entertainment,Gemma Jackson,Art Director,TV/Film Personality
366.txt,entertainment,Jayanti Amarishi Buhecha,Bollywood DVD fraudster,Other
170.txt,entertainment,Tony Jordan,EastEnders' head writer,Other
170.txt,entertainment,Simon Fuller,Music mogul,TV/Film Personality
158.txt,entertainment,Paul Rodgers,Singer,Musician
158.txt,entertainment,Brian May,Guitarist,Other
158.txt,entertainment,Roger Taylor,Drummer,Other
158.txt,entertainment,Freddie Mercury,Former lead singer of Queen,Musician
158.txt,entertainment,John Deacon,Former bassist of Queen,Other
158.txt,entertainment,Robbie Williams,Musician,Musician
158.txt,entertainment,Will Young,Musician,Musician
158.txt,entertainment,Bob Geldof,Musician,Musician
158.txt,entertainment,Jimmy Page,Musician,Musician
158.txt,entertainment,Kenny Jones,Musician,Musician
004.txt,entertainment,Richard Madeley,TV presenter,TV/Film Personality
004.txt,entertainment,Judy Finnigan,TV presenter,TV/Film Personality
004.txt,entertainment,Andrew Taylor,Author,Other
004.txt,entertainment,Robbie Williams,Musician,Musician
004.txt,entertainment,Alice Sebold,Author,Other
004.txt,entertainment,Joseph O'Connor,Author,Other
004.txt,entertainment,David Mitchell,Author,Other
038.txt,entertainment,Cate Blanchett,Actress,TV/Film Personality
038.txt,entertainment,Leonardo DiCaprio,Actor,TV/Film Personality
038.txt,entertainment,Keanu Reeves,Actor,TV/Film Personality
038.txt,entertainment,Richard Gere,Actor,TV/Film Personality
038.txt,entertainment,Stephen Fry,Host,Media Personality
038.txt,entertainment,Gael Garcia Bernal,Actor,TV/Film Personality
038.txt,entertainment,Imelda Staunton,Actress,TV/Film Personality
038.txt,entertainment,Diane Kruger,Actress,TV/Film Personality
038.txt,entertainment,Christian Slater,Actor,TV/Film Personality
038.txt,entertainment,Anjelica Huston,Actress,TV/Film Personality
038.txt,entertainment,Helen Mirren,Actress,TV/Film Personality
038.txt,entertainment,Pierce Brosnan,Actor,TV/Film Personality
038.txt,entertainment,Charlize Theron,Actress,TV/Film Personality
038.txt,entertainment,Ziyi Zhang,Actress,TV/Film Personality
038.txt,entertainment,Kate Winslet,Actress,TV/Film Personality
038.txt,entertainment,Jamie Foxx,Actor,TV/Film Personality
038.txt,entertainment,Jim Carrey,Actor,TV/Film Personality
038.txt,entertainment,Johnny Depp,Actor,TV/Film Personality
038.txt,entertainment,Clive Owen,Actor,TV/Film Personality
038.txt,entertainment,Natalie Portman,Actress,TV/Film Personality
038.txt,entertainment,Heather Craney,Actress,TV/Film Personality
038.txt,entertainment,Julie Cristie,Actress,TV/Film Personality
038.txt,entertainment,Meryl Streep,Actress,TV/Film Personality
038.txt,entertainment,Mike Leigh,Director,TV/Film Personality
038.txt,entertainment,Martin Scorsese,Director,TV/Film Personality
038.txt,entertainment,Michael Mann,Director,TV/Film Personality
038.txt,entertainment,Michel Gondry,Director,TV/Film Personality
038.txt,entertainment,Marc Forster,Director,TV/Film Personality
206.txt,entertainment,Ozzy Osbourne,Rock star,TV/Film Personality
206.txt,entertainment,Sharon Osbourne,"TV personality, judge, mentor",TV/Film Personality
206.txt,entertainment,Simon Cowell,"TV personality, judge",TV/Film Personality
206.txt,entertainment,Louis Walsh,"TV personality, judge",TV/Film Personality
212.txt,entertainment,Matt Lucas,Actor,TV/Film Personality
212.txt,entertainment,David Walliams,Actor,TV/Film Personality
212.txt,entertainment,Peter Kay,Comedian,Other
212.txt,entertainment,Ricky Gervais,Actor,TV/Film Personality
212.txt,entertainment,Julia Davis,Actress,TV/Film Personality
212.txt,entertainment,Tamsin Greig,Actress,TV/Film Personality
212.txt,entertainment,Ant and Dec,Presenting Duo,Other
212.txt,entertainment,Stephen Fry,Actor,TV/Film Personality
212.txt,entertainment,Stuart Murphy,BBC Three Controller,Other
212.txt,entertainment,Graham Norton,Chat Show Host,Media Personality
212.txt,entertainment,Steve Coogan,Actor,TV/Film Personality
238.txt,entertainment,Geoff Barrow,Founding member of Portishead,Other
238.txt,entertainment,Beth Gibbons,Singer,Musician
204.txt,entertainment,Bill Cosby,US comedian,Other
204.txt,entertainment,Walter M Phillips Jr,Cosby's lawyer,Other
204.txt,entertainment,Bruce L Castor Jr,District Attorney,Other
204.txt,entertainment,Dolores M Troiani,Woman's lawyer,Other
210.txt,entertainment,Muslim Council of Britain,British Muslim group,Other
210.txt,entertainment,Sky executives,Broadcasting executives,Other
012.txt,entertainment,Liam Neeson,Hollywood film star,TV/Film Personality
012.txt,entertainment,David Johnston,Lyric chairman,Other
012.txt,entertainment,Adrian Dunbar,Actor,TV/Film Personality
012.txt,entertainment,Stephen Rea,Actor,TV/Film Personality
012.txt,entertainment,Martin Lynch,Playwright,Other
012.txt,entertainment,Gary Mitchell,Playwright,Other
012.txt,entertainment,Ian Paisley,DUP leader and preacher,Other
199.txt,entertainment,Howard Stern,Radio host,Media Personality
199.txt,entertainment,Janet Jackson,Singer,Musician
166.txt,entertainment,Thomas Atwood,President of the National Council for Adoption,Politician
166.txt,entertainment,Tommy Schenck,General Manager of WRAZ-TV,TV/Film Personality
358.txt,entertainment,Edward Fox,Leading actor,TV/Film Personality
358.txt,entertainment,Terry Palmer,Actor-director,TV/Film Personality
358.txt,entertainment,Sir Anthony Hopkins,Oscar-winner actor,TV/Film Personality
358.txt,entertainment,Charlie Chaplin,Actor,TV/Film Personality
358.txt,entertainment,Lily Langtry,Actress,TV/Film Personality
358.txt,entertainment,Keith Poulton,Business adviser,Other
365.txt,entertainment,Quentin Tarantino,Film director,TV/Film Personality
365.txt,entertainment,Carol Mendelsohn,CSI's co-producer,TV/Film Personality
371.txt,entertainment,Andrea Arnold,"Oscar-winner, filmmaker",Other
371.txt,entertainment,John Woodward,Chief executive officer of UK Film Council,TV/Film Personality
371.txt,entertainment,Nathalie Press,Actress,TV/Film Personality
371.txt,entertainment,Gary McKendry,Filmmaker,Other
371.txt,entertainment,Ashvin Kumar,Filmmaker,Other
371.txt,entertainment,Jeremy Irons,Actor,TV/Film Personality
371.txt,entertainment,Sandy Powell,Costume designer,Other
167.txt,entertainment,Samuel L Jackson,Hollywood actor,TV/Film Personality
167.txt,entertainment,Ben Stiller,Hollywood actor,TV/Film Personality
167.txt,entertainment,Jude Law,British actor,TV/Film Personality
167.txt,entertainment,Kate Winslet,British actor,TV/Film Personality
167.txt,entertainment,Ricky Gervais,Comedian and actor,TV/Film Personality
167.txt,entertainment,Stephen Merchant,Writer and producer,TV/Film Personality
173.txt,entertainment,Not mentioned,Not applicable,Other
198.txt,entertainment,Anna Keaveney,Actress,TV/Film Personality
198.txt,entertainment,Richard Wilson,Actor,TV/Film Personality
198.txt,entertainment,Martin Clunes,Actor,TV/Film Personality
198.txt,entertainment,Mike Leigh,Director,TV/Film Personality
013.txt,entertainment,Andrea Levy,Orange Prize winner,Other
013.txt,entertainment,Alan Hollinghurst,Booker winner,Other
013.txt,entertainment,Geraldine McCaughrean,Children's fiction author,Other
013.txt,entertainment,Sir Trevor McDonald,Judge,Other
013.txt,entertainment,Hugh Grant,Actor,TV/Film Personality
013.txt,entertainment,Joanne Harris,Writer,Other
013.txt,entertainment,Susan Fletcher,Author,Other
013.txt,entertainment,Jonathan Strange,Author,Other
013.txt,entertainment,John Guy,Author,Other
013.txt,entertainment,Michael Symmons Roberts,Poet,Other
007.txt,entertainment,Andrea Levy,Novelist,Other
007.txt,entertainment,Sir Trevor McDonald,Judge,Other
007.txt,entertainment,Hugh Grant,Actor,TV/Film Personality
007.txt,entertainment,Joanne Harris,Writer,Other
007.txt,entertainment,John Guy,Author,Other
007.txt,entertainment,Susan Fletcher,Author,Other
007.txt,entertainment,Michael Symmons Roberts,Poet,Other
007.txt,entertainment,Geraldine McCaughrean,Author,Other
205.txt,entertainment,RDF Media,British producers of US Wife Swap,Other
205.txt,entertainment,ABC,US network,Other
205.txt,entertainment,Fox,Producer of Trading Spouses,TV/Film Personality
239.txt,entertainment,Charlie Simpson,Musician,Musician
239.txt,entertainment,Matt Willis,Musician,Musician
239.txt,entertainment,James Bourne,Musician,Musician
239.txt,entertainment,Mike Eccleshall,Promotions Coordinator,Other
239.txt,entertainment,Helen Clutterbuck,Student,Other
239.txt,entertainment,Ryan Crabbe,Student,Other
239.txt,entertainment,Gordon Rennie,Student,Other
220.txt,entertainment,Grant Dean,Chair of the interactive committee,Other
234.txt,entertainment,Elvis Presley,Musician,Musician
234.txt,entertainment,Steve Brookstein,Musician,Musician
234.txt,entertainment,Iron Maiden,Musician,Musician
234.txt,entertainment,Erasure,Musician,Musician
234.txt,entertainment,Scissor Sisters,Musician,Musician
234.txt,entertainment,Band Aid 20,Musician,Musician
234.txt,entertainment,Dana Rayne,Musician,Musician
234.txt,entertainment,Kasabian,Musician,Musician
234.txt,entertainment,Green Day,Musician,Musician
234.txt,entertainment,Uniting Nations,Musician,Musician
234.txt,entertainment,The Killers,Musician,Musician
208.txt,entertainment,Duran Duran,Chart stars,Other
208.txt,entertainment,Rick Krim,VH1's vice president of music and talent,Politician
208.txt,entertainment,Nick Rhodes,Keyboard player,Other
208.txt,entertainment,Simon Le Bon,Singer,Musician
022.txt,entertainment,Darcey Bussell,Principal dancer at the Royal Ballet,Other
022.txt,entertainment,Jonathan Cope,Principal dancer at the Royal Ballet,Other
022.txt,entertainment,Dame Antoinette Sibley,President of the Royal Academy of Dance,Politician
036.txt,entertainment,Tom Hanks,"Hollywood star, actor",TV/Film Personality
181.txt,entertainment,Chris Evans,Broadcaster,Media Personality
142.txt,entertainment,Sam Endicott,Singer,Musician
142.txt,entertainment,Paul Connolly,Music critic,TV/Film Personality
142.txt,entertainment,Chris Hawkins,Host of BBC 6 Music's chart show,TV/Film Personality
142.txt,entertainment,Nigel Harding,Head of music at London rock radio station Xfm,TV/Film Personality
142.txt,entertainment,Ted Kessler,Q magazine reviews editor,Media Personality
142.txt,entertainment,Trevor Nelson,BBC Radio 1 DJ,Musician
142.txt,entertainment,Conor McNicholas,NME editor,Media Personality
142.txt,entertainment,Fearne Cotton,Top of the Pops presenter,TV/Film Personality
142.txt,entertainment,Emily Eavis,Glastonbury organiser,Other
142.txt,entertainment,Colin Martin,BBC Radio 2 music editor,TV/Film Personality
383.txt,entertainment,Sir Alan Parker,British film director,TV/Film Personality
383.txt,entertainment,Renaud Donnedieu de Vabres,French Culture Minister,Politician
383.txt,entertainment,Kevin Spacey,Actor,TV/Film Personality
354.txt,entertainment,Cate Blanchett,Actress,TV/Film Personality
354.txt,entertainment,Leonardo DiCaprio,Actor,TV/Film Personality
354.txt,entertainment,Richard Gere,Actor,TV/Film Personality
354.txt,entertainment,Imelda Staunton,Actress,TV/Film Personality
354.txt,entertainment,Sienna Miller,Actress,TV/Film Personality
354.txt,entertainment,Claudia Schiffer,Supermodel,Other
354.txt,entertainment,Diane Kruger,Actress,TV/Film Personality
354.txt,entertainment,Micha Barton,Actress,TV/Film Personality
354.txt,entertainment,Emma Watson,Actress,TV/Film Personality
354.txt,entertainment,Christian Slater,Actor,TV/Film Personality
354.txt,entertainment,Keanu Reeves,Actor,TV/Film Personality
354.txt,entertainment,Martin Scorsese,Director,TV/Film Personality
354.txt,entertainment,Clive Owen,Actor,TV/Film Personality
368.txt,entertainment,Martin Scorsese,Film director,TV/Film Personality
368.txt,entertainment,Clint Eastwood,Film director,TV/Film Personality
368.txt,entertainment,Jamie Foxx,Actor,TV/Film Personality
368.txt,entertainment,Hilary Swank,Actress,TV/Film Personality
368.txt,entertainment,Ray Charles,Musician,Musician
368.txt,entertainment,Paul Giamatti,Actor,TV/Film Personality
368.txt,entertainment,Imelda Staunton,Actress,TV/Film Personality
368.txt,entertainment,Kate Winslet,Actress,TV/Film Personality
341.txt,entertainment,Daniel Day-Lewis,Actor,TV/Film Personality
341.txt,entertainment,Kristin Scott Thomas,Actress,TV/Film Personality
341.txt,entertainment,George Michael,Singer,Musician
341.txt,entertainment,Martin Scorsese,Director,TV/Film Personality
341.txt,entertainment,Akira Kurosawa,Director,TV/Film Personality
180.txt,entertainment,John McCririck,Racing pundit,Other
180.txt,entertainment,Bez,Happy Mondays dancer,Other
180.txt,entertainment,Jackie Stallone,Actor,TV/Film Personality
180.txt,entertainment,Sylvester Stallone,Actor,TV/Film Personality
180.txt,entertainment,Brigitte Nielsen,Actress,TV/Film Personality
180.txt,entertainment,Jeremy Edwards,Actor,TV/Film Personality
194.txt,entertainment,Estelle Morris,Arts minister,Politician
037.txt,entertainment,Charles Williams,Carib Chief,Other
023.txt,entertainment,Marcello Viotti,"Conductor, Director of La Fenice Theatre",TV/Film Personality
209.txt,entertainment,Austin Aitken,Viewer,Other
209.txt,entertainment,NBC spokesperson,Representative,Other
235.txt,entertainment,Charlie Simpson,Frontman of Busted and member of Fightstar,Other
235.txt,entertainment,Matt Jay,Member of Busted,Other
235.txt,entertainment,James Bourne,Member of Busted,Other
221.txt,entertainment,Caprice,Model,Other
221.txt,entertainment,Jeremy Edwards,Actor,TV/Film Personality
221.txt,entertainment,Bez,Happy Mondays star,TV/Film Personality
221.txt,entertainment,Brigitte Nielsen,Actress,TV/Film Personality
221.txt,entertainment,Kenzie,Blazin' Squad rapper,Musician
223.txt,entertainment,Sheila Ferguson,Singer,Musician
223.txt,entertainment,Joe Pasquale,Comic,Other
223.txt,entertainment,Nancy Sorrell,Model,Other
223.txt,entertainment,Vic Reeves,Comedian,Other
223.txt,entertainment,Antonio Fargas,Actor,TV/Film Personality
223.txt,entertainment,Natalie Appleton,Singer,Musician
223.txt,entertainment,Brian Harvey,Singer,Musician
223.txt,entertainment,Janet Street-Porter,Broadcaster,Media Personality
021.txt,entertainment,Dame Alicia Markova,Prima ballerina,Other
009.txt,entertainment,Dan Brown,Author,Other
009.txt,entertainment,Rt Rev Dr Tom Wright,Bishop of Durham,Other
009.txt,entertainment,Tom Hanks,Actor,TV/Film Personality
196.txt,entertainment,Ricky Gervais,"Actor, Writer",TV/Film Personality
196.txt,entertainment,Matt Groening,Creator,Other
141.txt,entertainment,Ozzy Osbourne,Rock star,TV/Film Personality
141.txt,entertainment,Sharon Osbourne,Wife of Ozzy Osbourne,Other
141.txt,entertainment,Sir Elton John,Singer,Musician
155.txt,entertainment,Courtney Love,Widow of Nirvana frontman Kurt Cobain,Other
155.txt,entertainment,Krist Novoselic,Nirvana band member,Other
155.txt,entertainment,Dave Grohl,Nirvana band member,Other
155.txt,entertainment,Charles Cross,Cobain biographer,Other
357.txt,entertainment,Cate Blanchett,Actress,TV/Film Personality
357.txt,entertainment,Mike Leigh,Director,TV/Film Personality
357.txt,entertainment,Imelda Staunton,Actress,TV/Film Personality
357.txt,entertainment,Jamie Foxx,Actor,TV/Film Personality
357.txt,entertainment,Clive Owen,Actor,TV/Film Personality
357.txt,entertainment,Kate Winslet,Actress,TV/Film Personality
357.txt,entertainment,Katharine Hepburn,Actress,TV/Film Personality
357.txt,entertainment,Martin Scorsese,Director,TV/Film Personality
357.txt,entertainment,Helen Mirren,Actress,TV/Film Personality
357.txt,entertainment,Ray Charles,Singer,Musician
357.txt,entertainment,Leonardo DiCaprio,Actor,TV/Film Personality
342.txt,entertainment,Johann Sebastian Bach,German composer,Musician
342.txt,entertainment,Chieko Hara,Japanese pianist,Other
342.txt,entertainment,Joshua Rifkin,US composer and leading interpreter of Bach,Musician
381.txt,entertainment,Jim Morrison,Doors frontman,Other
154.txt,entertainment,Liam Gallagher,Oasis singer,Musician
154.txt,entertainment,Alan White,Oasis drummer,Other
140.txt,entertainment,U2,Rock band,Other
140.txt,entertainment,Bono,Musician,Musician
183.txt,entertainment,Scott Bakula,Actor,TV/Film Personality
236.txt,entertainment,Franz Ferdinand,Scottish rock band,Other
236.txt,entertainment,Alex Kapranos,Singer,Musician
236.txt,entertainment,Paul Thomson,Drummer,Other
236.txt,entertainment,Bob Hardy,Bassist,Other
236.txt,entertainment,Nick McCarthy,Guitarist,Other
232.txt,entertainment,Harry Connick Jr,Singer and actor,Musician
232.txt,entertainment,Jeffrey Richards,Show co-producer,TV/Film Personality
232.txt,entertainment,Debra Messing,Actress,TV/Film Personality
018.txt,entertainment,Gianni Versace,Fashion designer,Other
018.txt,entertainment,Roy Lichtenstein,Artist,Musician
018.txt,entertainment,Andy Warhol,Artist,Musician
018.txt,entertainment,Henri Matisse,Artist,Musician
018.txt,entertainment,Tobias Meyer,Sotheby's worldwide head of contemporary art,Other
018.txt,entertainment,Jean-Michel Basquiat,Artist,Musician
018.txt,entertainment,Francesco Clemente,Artist,Musician
024.txt,entertainment,Lily Tuck,Novelist,Other
024.txt,entertainment,Francisco Solano Lopez,Paraguayan leader,Other
024.txt,entertainment,Judy Blume,Children's author,Other
024.txt,entertainment,Stephen King,Author,Other
024.txt,entertainment,Philip Roth,Author,Other
024.txt,entertainment,Stewart O'Nan,Fiction judge,Other
024.txt,entertainment,Kevin Boyle,Author,Other
024.txt,entertainment,Pete Hautman,Author,Other
024.txt,entertainment,Jean Valentine,Poet,Other
187.txt,entertainment,Caprice,Model,Other
187.txt,entertainment,Jeremy Edwards,Actor,TV/Film Personality
187.txt,entertainment,Kenzie,Singer,Musician
187.txt,entertainment,Bez,Musician,Musician
187.txt,entertainment,Brigitte Nielsen,Actress,TV/Film Personality
187.txt,entertainment,Lisa I'Anson,DJ,Musician
178.txt,entertainment,Sir Richard Branson,Entrepreneur,Other
178.txt,entertainment,Donald Trump,Tycoon,Other
144.txt,entertainment,Eminem,Rapper,Musician
144.txt,entertainment,Elvis Presley,Musician,Musician
144.txt,entertainment,Brian McFadden,Singer,Musician
144.txt,entertainment,Delta Goodrem,Singer,Musician
144.txt,entertainment,Cliff Richard,Singer,Musician
144.txt,entertainment,Boy George,Singer,Musician
144.txt,entertainment,Mike Read,Former DJ,Musician
346.txt,entertainment,Judy Craymer,Producer,TV/Film Personality
346.txt,entertainment,Joss Stone,Singer,Musician
346.txt,entertainment,Clive Calder,Former record label boss,Other
346.txt,entertainment,Paul McCartney,Musician,Musician
346.txt,entertainment,Andrew Lloyd-Webber,Composer,Musician
346.txt,entertainment,Cameron Mackintosh,Theatre impresario,TV/Film Personality
346.txt,entertainment,Simon Fuller,Pop Idol mogul,Other
346.txt,entertainment,Charlotte Church,Singer,Musician
346.txt,entertainment,Coldplay,Band,Other
346.txt,entertainment,Daniel Bedingfield,Singer,Musician
346.txt,entertainment,Will Young,Singer,Musician
346.txt,entertainment,David Beckham,Former soccer player,Other
346.txt,entertainment,Victoria Beckham,Former singer,Musician
346.txt,entertainment,Dhani Harrison,Musician,Musician
352.txt,entertainment,Imelda Staunton,Actress,TV/Film Personality
352.txt,entertainment,Mike Leigh,Director,TV/Film Personality
352.txt,entertainment,Dan Jolin,Empire magazine's reviews editor,Media Personality
352.txt,entertainment,Phil Davis,Actor,TV/Film Personality
352.txt,entertainment,Kate Winslet,Actress,TV/Film Personality
352.txt,entertainment,Natalie Portman,Actress,TV/Film Personality
352.txt,entertainment,Peter Bradshaw,The Guardian's film critic,TV/Film Personality
347.txt,entertainment,Martin Campbell,Director,TV/Film Personality
347.txt,entertainment,Pierce Brosnan,Actor,TV/Film Personality
347.txt,entertainment,Dougray Scott,Actor,TV/Film Personality
347.txt,entertainment,Clive Owen,Actor,TV/Film Personality
347.txt,entertainment,Hugh Jackman,Actor,TV/Film Personality
347.txt,entertainment,Quentin Tarantino,Director,TV/Film Personality
347.txt,entertainment,Catherine Zeta Jones,Actor,TV/Film Personality
347.txt,entertainment,Antonio Banderas,Actor,TV/Film Personality
347.txt,entertainment,Neal Purvis,Screenwriter,TV/Film Personality
347.txt,entertainment,Robert Wade,Screenwriter,TV/Film Personality
347.txt,entertainment,Ian Fleming,Author,Other
347.txt,entertainment,David Niven,Actor,TV/Film Personality
347.txt,entertainment,Barry Nelson,Actor,TV/Film Personality
347.txt,entertainment,Chris McGurk,MGM Vice Chairman,Other
179.txt,entertainment,Desperate Housewives,television hit,TV/Film Personality
179.txt,entertainment,Celebrity Big Brother,television show,TV/Film Personality
186.txt,entertainment,Johnny Vaughan,ex-Big Breakfast presenter,TV/Film Personality
186.txt,entertainment,Denise Van Outen,ex-Big Breakfast presenter,TV/Film Personality
186.txt,entertainment,Graham Norton,TV presenter,TV/Film Personality
025.txt,entertainment,JK Rowling,Author,Other
025.txt,entertainment,Robin Terrell,Amazon's representative,Other
019.txt,entertainment,Christian Slater,Actor,TV/Film Personality
019.txt,entertainment,Dallas Roberts,Actor,TV/Film Personality
