filename,category,people,job_title,media_personality
201.txt,entertainment,Ricky Gervais,"Actor, Writer",TV/Film Personality
201.txt,entertainment,Ant & Dec,TV personalities,TV/Film Personality
201.txt,entertainment,Jonathan Ross,TV presenter,TV/Film Personality
201.txt,entertainment,Noel Gallagher,Musician,Musician
201.txt,entertainment,Caroline Quentin,Actress,TV/Film Personality
201.txt,entertainment,Catherine Tate,"Actress, Comedian",TV/Film Personality
201.txt,entertainment,James McAvoy,Actor,TV/Film Personality
201.txt,entertainment,Julian Barratt,Actor,TV/Film Personality
201.txt,entertainment,Noel Fielding,Actor,TV/Film Personality
215.txt,entertainment,Franz Ferdinand,Musician,Musician
215.txt,entertainment,Morrissey,Musician,Musician
215.txt,entertainment,Paul Abbott,TV creator,TV/Film Personality
215.txt,entertainment,Amma Asante,"Actress, director",TV/Film Personality
229.txt,entertainment,Sam Endicott,Singer,Musician
229.txt,entertainment,Paul Connolly,Music critic,TV/Film Personality
229.txt,entertainment,Chris Hawkins,Host of BBC 6 Music's chart show,TV/Film Personality
229.txt,entertainment,Alison Howe,TV show producer,TV/Film Personality
229.txt,entertainment,Ted Kessler,Q magazine reviews editor,Media Personality
229.txt,entertainment,Trevor Nelson,BBC Radio 1 DJ,Musician
229.txt,entertainment,Conor McNicholas,NME editor,Media Personality
229.txt,entertainment,Fearne Cotton,Top of the Pops presenter,TV/Film Personality
229.txt,entertainment,Colin Martin,BBC Radio 2 music editor,TV/Film Personality
003.txt,entertainment,Jon Thoday,Producer,TV/Film Personality
003.txt,entertainment,Steve Brown,Musical writer,TV/Film Personality
003.txt,entertainment,James Stewart,Actor,TV/Film Personality
188.txt,entertainment,Scarlett Johnson,Actress,TV/Film Personality
188.txt,entertainment,Carol Smillie,Television presenter,TV/Film Personality
188.txt,entertainment,Jessica Taylor,Singer,Musician
177.txt,entertainment,Jerry Scoggins,Country and Western musician,Musician
163.txt,entertainment,Elvis Presley,Musician,Musician
375.txt,entertainment,Michael Jackson,Pop star,TV/Film Personality
375.txt,entertainment,Martin Bashir,Reporter,Media Personality
361.txt,entertainment,Morgan Spurlock,Super Size Me director,TV/Film Personality
361.txt,entertainment,Brian Grazer,Producer,TV/Film Personality
349.txt,entertainment,Negar Khan,Bollywood actress,TV/Film Personality
348.txt,entertainment,Dieter Kosslick,Festival director,TV/Film Personality
348.txt,entertainment,Will Smith,Actor,TV/Film Personality
348.txt,entertainment,Kevin Spacey,Actor,TV/Film Personality
348.txt,entertainment,Keanu Reeves,Actor,TV/Film Personality
360.txt,entertainment,Jennifer Lopez,Actress and Singer,Musician
360.txt,entertainment,Richard Gere,Actor,TV/Film Personality
360.txt,entertainment,Peter Chelsom,Film Director,TV/Film Personality
360.txt,entertainment,Honor Blackman,Actress,TV/Film Personality
360.txt,entertainment,Tess Daly,TV Presenter,TV/Film Personality
360.txt,entertainment,Anita Dobson,Actress,TV/Film Personality
360.txt,entertainment,Marc Anthony,Singer,Musician
374.txt,entertainment,Robert Evans,Producer,TV/Film Personality
374.txt,entertainment,Peter Briggs,Screenwriter,TV/Film Personality
374.txt,entertainment,Gill Champion,President and chief executive of POW! Entertainment,Politician
176.txt,entertainment,Lisa Kudrow,"Actress, Executive Producer",TV/Film Personality
176.txt,entertainment,Matt LeBlanc,Actor,TV/Film Personality
176.txt,entertainment,Jennifer Aniston,Actress,TV/Film Personality
176.txt,entertainment,Courteney Cox Arquette,Actress,TV/Film Personality
176.txt,entertainment,David Arquette,Actor,TV/Film Personality
176.txt,entertainment,Matthew Perry,Actor,TV/Film Personality
176.txt,entertainment,David Schwimmer,"Actor, Director",TV/Film Personality
228.txt,entertainment,Ian Curtis,Late Joy Division singer,Musician
228.txt,entertainment,Tony Wilson,Music mogul,TV/Film Personality
202.txt,entertainment,Edward Leigh,MP,Politician
202.txt,entertainment,Not mentioned,BBC spokeswoman,Media Personality
028.txt,entertainment,Alfonso Cuaron,Film director,TV/Film Personality
028.txt,entertainment,Jeff Robinov,Warner producer,TV/Film Personality
174.txt,entertainment,Claudia Rosencrantz,ITV's controller of entertainment,TV/Film Personality
362.txt,entertainment,Stellan Skarsgard,Actor,TV/Film Personality
362.txt,entertainment,Liam Neeson,Actor,TV/Film Personality
362.txt,entertainment,John Frankenheimer,Director,TV/Film Personality
362.txt,entertainment,Max Von Sydow,Actor,TV/Film Personality
362.txt,entertainment,Paul Schrader,Director,TV/Film Personality
362.txt,entertainment,Renny Harlin,Director,TV/Film Personality
376.txt,entertainment,Tom Hanks,Actor,TV/Film Personality
376.txt,entertainment,Audrey Tautou,French actress,TV/Film Personality
376.txt,entertainment,Ron Howard,Director,TV/Film Personality
363.txt,entertainment,Bruce Davis,Academy executive director,TV/Film Personality
363.txt,entertainment,Mel Gibson,"Actor, director",TV/Film Personality
161.txt,entertainment,Mark Morrison,R&B singer,Musician
203.txt,entertainment,Germaine Greer,feminist writer and broadcaster,Media Personality
203.txt,entertainment,Brigitte Nielsen,actress,TV/Film Personality
203.txt,entertainment,Jackie Stallone,reality TV personality,TV/Film Personality
203.txt,entertainment,Kenzie,Blazin' Squad singer,Musician
203.txt,entertainment,Jeremy Edwards,actor,TV/Film Personality
203.txt,entertainment,Danniella Westbrook,former EastEnders actress,TV/Film Personality
203.txt,entertainment,Brian Harvey,ex-E17 singer,Musician
203.txt,entertainment,Lisa I'Anson,DJ,Musician
011.txt,entertainment,Damien Hirst,Artist,Musician
011.txt,entertainment,Tracey Emin,Artist,Musician
011.txt,entertainment,Ken Loach,Film Director,TV/Film Personality
011.txt,entertainment,Graham Coxon,Musician,Musician
005.txt,entertainment,Sir Cameron Mackintosh,Theatre impresario,TV/Film Personality
005.txt,entertainment,Laura Michelle Kelly,Lead actress,TV/Film Personality
005.txt,entertainment,Barbara Windsor,Actress,TV/Film Personality
005.txt,entertainment,Sir Richard Attenborough,Actor,TV/Film Personality
171.txt,entertainment,Sam Brownbeck,Republican Senator from Kansas,Politician
171.txt,entertainment,Fred Upton,Republican politician,Politician
367.txt,entertainment,Jamie Foxx,Actor,TV/Film Personality
367.txt,entertainment,Clint Eastwood,"Actor, Director",TV/Film Personality
367.txt,entertainment,Martin Scorsese,Director,TV/Film Personality
367.txt,entertainment,Mike Leigh,Director,TV/Film Personality
373.txt,entertainment,Mike Leigh,Director,TV/Film Personality
373.txt,entertainment,Imelda Staunton,Actress,TV/Film Personality
373.txt,entertainment,Kate Winslet,Actress,TV/Film Personality
373.txt,entertainment,Clive Owen,Actor,TV/Film Personality
373.txt,entertainment,Sophie Okonedo,Actress,TV/Film Personality
373.txt,entertainment,Andrew Lloyd Webber,Composer,Musician
373.txt,entertainment,Gemma Jackson,Art Director,TV/Film Personality
170.txt,entertainment,Simon Fuller,Music mogul,TV/Film Personality
158.txt,entertainment,Paul Rodgers,Singer,Musician
158.txt,entertainment,Freddie Mercury,Former lead singer of Queen,Musician
158.txt,entertainment,Robbie Williams,Musician,Musician
158.txt,entertainment,Will Young,Musician,Musician
158.txt,entertainment,Bob Geldof,Musician,Musician
158.txt,entertainment,Jimmy Page,Musician,Musician
158.txt,entertainment,Kenny Jones,Musician,Musician
004.txt,entertainment,Richard Madeley,TV presenter,TV/Film Personality
004.txt,entertainment,Judy Finnigan,TV presenter,TV/Film Personality
004.txt,entertainment,Robbie Williams,Musician,Musician
038.txt,entertainment,Cate Blanchett,Actress,TV/Film Personality
038.txt,entertainment,Leonardo DiCaprio,Actor,TV/Film Personality
038.txt,entertainment,Keanu Reeves,Actor,TV/Film Personality
038.txt,entertainment,Richard Gere,Actor,TV/Film Personality
038.txt,entertainment,Stephen Fry,Host,Media Personality
038.txt,entertainment,Gael Garcia Bernal,Actor,TV/Film Personality
038.txt,entertainment,Imelda Staunton,Actress,TV/Film Personality
038.txt,entertainment,Diane Kruger,Actress,TV/Film Personality
038.txt,entertainment,Christian Slater,Actor,TV/Film Personality
038.txt,entertainment,Anjelica Huston,Actress,TV/Film Personality
038.txt,entertainment,Helen Mirren,Actress,TV/Film Personality
038.txt,entertainment,Pierce Brosnan,Actor,TV/Film Personality
038.txt,entertainment,Charlize Theron,Actress,TV/Film Personality
038.txt,entertainment,Ziyi Zhang,Actress,TV/Film Personality
038.txt,entertainment,Kate Winslet,Actress,TV/Film Personality
038.txt,entertainment,Jamie Foxx,Actor,TV/Film Personality
038.txt,entertainment,Jim Carrey,Actor,TV/Film Personality
038.txt,entertainment,Johnny Depp,Actor,TV/Film Personality
038.txt,entertainment,Clive Owen,Actor,TV/Film Personality
038.txt,entertainment,Natalie Portman,Actress,TV/Film Personality
038.txt,entertainment,Heather Craney,Actress,TV/Film Personality
038.txt,entertainment,Julie Cristie,Actress,TV/Film Personality
038.txt,entertainment,Meryl Streep,Actress,TV/Film Personality
038.txt,entertainment,Mike Leigh,Director,TV/Film Personality
038.txt,entertainment,Martin Scorsese,Director,TV/Film Personality
038.txt,entertainment,Michael Mann,Director,TV/Film Personality
038.txt,entertainment,Michel Gondry,Director,TV/Film Personality
038.txt,entertainment,Marc Forster,Director,TV/Film Personality
206.txt,entertainment,Ozzy Osbourne,Rock star,TV/Film Personality
206.txt,entertainment,Sharon Osbourne,"TV personality, judge, mentor",TV/Film Personality
206.txt,entertainment,Simon Cowell,"TV personality, judge",TV/Film Personality
206.txt,entertainment,Louis Walsh,"TV personality, judge",TV/Film Personality
212.txt,entertainment,Matt Lucas,Actor,TV/Film Personality
212.txt,entertainment,David Walliams,Actor,TV/Film Personality
212.txt,entertainment,Ricky Gervais,Actor,TV/Film Personality
212.txt,entertainment,Julia Davis,Actress,TV/Film Personality
212.txt,entertainment,Tamsin Greig,Actress,TV/Film Personality
212.txt,entertainment,Stephen Fry,Actor,TV/Film Personality
212.txt,entertainment,Graham Norton,Chat Show Host,Media Personality
212.txt,entertainment,Steve Coogan,Actor,TV/Film Personality
238.txt,entertainment,Beth Gibbons,Singer,Musician
012.txt,entertainment,Liam Neeson,Hollywood film star,TV/Film Personality
012.txt,entertainment,Adrian Dunbar,Actor,TV/Film Personality
012.txt,entertainment,Stephen Rea,Actor,TV/Film Personality
199.txt,entertainment,Howard Stern,Radio host,Media Personality
199.txt,entertainment,Janet Jackson,Singer,Musician
166.txt,entertainment,Thomas Atwood,President of the National Council for Adoption,Politician
166.txt,entertainment,Tommy Schenck,General Manager of WRAZ-TV,TV/Film Personality
358.txt,entertainment,Edward Fox,Leading actor,TV/Film Personality
358.txt,entertainment,Terry Palmer,Actor-director,TV/Film Personality
358.txt,entertainment,Sir Anthony Hopkins,Oscar-winner actor,TV/Film Personality
358.txt,entertainment,Charlie Chaplin,Actor,TV/Film Personality
358.txt,entertainment,Lily Langtry,Actress,TV/Film Personality
365.txt,entertainment,Quentin Tarantino,Film director,TV/Film Personality
365.txt,entertainment,Carol Mendelsohn,CSI's co-producer,TV/Film Personality
371.txt,entertainment,John Woodward,Chief executive officer of UK Film Council,TV/Film Personality
371.txt,entertainment,Nathalie Press,Actress,TV/Film Personality
371.txt,entertainment,Jeremy Irons,Actor,TV/Film Personality
167.txt,entertainment,Samuel L Jackson,Hollywood actor,TV/Film Personality
167.txt,entertainment,Ben Stiller,Hollywood actor,TV/Film Personality
167.txt,entertainment,Jude Law,British actor,TV/Film Personality
167.txt,entertainment,Kate Winslet,British actor,TV/Film Personality
167.txt,entertainment,Ricky Gervais,Comedian and actor,TV/Film Personality
167.txt,entertainment,Stephen Merchant,Writer and producer,TV/Film Personality
198.txt,entertainment,Anna Keaveney,Actress,TV/Film Personality
198.txt,entertainment,Richard Wilson,Actor,TV/Film Personality
198.txt,entertainment,Martin Clunes,Actor,TV/Film Personality
198.txt,entertainment,Mike Leigh,Director,TV/Film Personality
013.txt,entertainment,Hugh Grant,Actor,TV/Film Personality
007.txt,entertainment,Hugh Grant,Actor,TV/Film Personality
205.txt,entertainment,Fox,Producer of Trading Spouses,TV/Film Personality
239.txt,entertainment,Charlie Simpson,Musician,Musician
239.txt,entertainment,Matt Willis,Musician,Musician
239.txt,entertainment,James Bourne,Musician,Musician
234.txt,entertainment,Elvis Presley,Musician,Musician
234.txt,entertainment,Steve Brookstein,Musician,Musician
234.txt,entertainment,Iron Maiden,Musician,Musician
234.txt,entertainment,Erasure,Musician,Musician
234.txt,entertainment,Scissor Sisters,Musician,Musician
234.txt,entertainment,Band Aid 20,Musician,Musician
234.txt,entertainment,Dana Rayne,Musician,Musician
234.txt,entertainment,Kasabian,Musician,Musician
234.txt,entertainment,Green Day,Musician,Musician
234.txt,entertainment,Uniting Nations,Musician,Musician
234.txt,entertainment,The Killers,Musician,Musician
208.txt,entertainment,Rick Krim,VH1's vice president of music and talent,Politician
208.txt,entertainment,Simon Le Bon,Singer,Musician
022.txt,entertainment,Dame Antoinette Sibley,President of the Royal Academy of Dance,Politician
036.txt,entertainment,Tom Hanks,"Hollywood star, actor",TV/Film Personality
181.txt,entertainment,Chris Evans,Broadcaster,Media Personality
142.txt,entertainment,Sam Endicott,Singer,Musician
142.txt,entertainment,Paul Connolly,Music critic,TV/Film Personality
142.txt,entertainment,Chris Hawkins,Host of BBC 6 Music's chart show,TV/Film Personality
142.txt,entertainment,Nigel Harding,Head of music at London rock radio station Xfm,TV/Film Personality
142.txt,entertainment,Ted Kessler,Q magazine reviews editor,Media Personality
142.txt,entertainment,Trevor Nelson,BBC Radio 1 DJ,Musician
142.txt,entertainment,Conor McNicholas,NME editor,Media Personality
142.txt,entertainment,Fearne Cotton,Top of the Pops presenter,TV/Film Personality
142.txt,entertainment,Colin Martin,BBC Radio 2 music editor,TV/Film Personality
383.txt,entertainment,Sir Alan Parker,British film director,TV/Film Personality
383.txt,entertainment,Renaud Donnedieu de Vabres,French Culture Minister,Politician
383.txt,entertainment,Kevin Spacey,Actor,TV/Film Personality
354.txt,entertainment,Cate Blanchett,Actress,TV/Film Personality
354.txt,entertainment,Leonardo DiCaprio,Actor,TV/Film Personality
354.txt,entertainment,Richard Gere,Actor,TV/Film Personality
354.txt,entertainment,Imelda Staunton,Actress,TV/Film Personality
354.txt,entertainment,Sienna Miller,Actress,TV/Film Personality
354.txt,entertainment,Diane Kruger,Actress,TV/Film Personality
354.txt,entertainment,Micha Barton,Actress,TV/Film Personality
354.txt,entertainment,Emma Watson,Actress,TV/Film Personality
354.txt,entertainment,Christian Slater,Actor,TV/Film Personality
354.txt,entertainment,Keanu Reeves,Actor,TV/Film Personality
354.txt,entertainment,Martin Scorsese,Director,TV/Film Personality
354.txt,entertainment,Clive Owen,Actor,TV/Film Personality
368.txt,entertainment,Martin Scorsese,Film director,TV/Film Personality
368.txt,entertainment,Clint Eastwood,Film director,TV/Film Personality
368.txt,entertainment,Jamie Foxx,Actor,TV/Film Personality
368.txt,entertainment,Hilary Swank,Actress,TV/Film Personality
368.txt,entertainment,Ray Charles,Musician,Musician
368.txt,entertainment,Paul Giamatti,Actor,TV/Film Personality
368.txt,entertainment,Imelda Staunton,Actress,TV/Film Personality
368.txt,entertainment,Kate Winslet,Actress,TV/Film Personality
341.txt,entertainment,Daniel Day-Lewis,Actor,TV/Film Personality
341.txt,entertainment,Kristin Scott Thomas,Actress,TV/Film Personality
341.txt,entertainment,George Michael,Singer,Musician
341.txt,entertainment,Martin Scorsese,Director,TV/Film Personality
341.txt,entertainment,Akira Kurosawa,Director,TV/Film Personality
180.txt,entertainment,Jackie Stallone,Actor,TV/Film Personality
180.txt,entertainment,Sylvester Stallone,Actor,TV/Film Personality
180.txt,entertainment,Brigitte Nielsen,Actress,TV/Film Personality
180.txt,entertainment,Jeremy Edwards,Actor,TV/Film Personality
194.txt,entertainment,Estelle Morris,Arts minister,Politician
023.txt,entertainment,Marcello Viotti,"Conductor, Director of La Fenice Theatre",TV/Film Personality
221.txt,entertainment,Jeremy Edwards,Actor,TV/Film Personality
221.txt,entertainment,Bez,Happy Mondays star,TV/Film Personality
221.txt,entertainment,Brigitte Nielsen,Actress,TV/Film Personality
221.txt,entertainment,Kenzie,Blazin' Squad rapper,Musician
223.txt,entertainment,Sheila Ferguson,Singer,Musician
223.txt,entertainment,Antonio Fargas,Actor,TV/Film Personality
223.txt,entertainment,Natalie Appleton,Singer,Musician
223.txt,entertainment,Brian Harvey,Singer,Musician
223.txt,entertainment,Janet Street-Porter,Broadcaster,Media Personality
009.txt,entertainment,Tom Hanks,Actor,TV/Film Personality
196.txt,entertainment,Ricky Gervais,"Actor, Writer",TV/Film Personality
141.txt,entertainment,Ozzy Osbourne,Rock star,TV/Film Personality
141.txt,entertainment,Sir Elton John,Singer,Musician
357.txt,entertainment,Cate Blanchett,Actress,TV/Film Personality
357.txt,entertainment,Mike Leigh,Director,TV/Film Personality
357.txt,entertainment,Imelda Staunton,Actress,TV/Film Personality
357.txt,entertainment,Jamie Foxx,Actor,TV/Film Personality
357.txt,entertainment,Clive Owen,Actor,TV/Film Personality
357.txt,entertainment,Kate Winslet,Actress,TV/Film Personality
357.txt,entertainment,Katharine Hepburn,Actress,TV/Film Personality
357.txt,entertainment,Martin Scorsese,Director,TV/Film Personality
357.txt,entertainment,Helen Mirren,Actress,TV/Film Personality
357.txt,entertainment,Ray Charles,Singer,Musician
357.txt,entertainment,Leonardo DiCaprio,Actor,TV/Film Personality
342.txt,entertainment,Johann Sebastian Bach,German composer,Musician
342.txt,entertainment,Joshua Rifkin,US composer and leading interpreter of Bach,Musician
154.txt,entertainment,Liam Gallagher,Oasis singer,Musician
140.txt,entertainment,Bono,Musician,Musician
183.txt,entertainment,Scott Bakula,Actor,TV/Film Personality
236.txt,entertainment,Alex Kapranos,Singer,Musician
232.txt,entertainment,Harry Connick Jr,Singer and actor,Musician
232.txt,entertainment,Jeffrey Richards,Show co-producer,TV/Film Personality
232.txt,entertainment,Debra Messing,Actress,TV/Film Personality
018.txt,entertainment,Roy Lichtenstein,Artist,Musician
018.txt,entertainment,Andy Warhol,Artist,Musician
018.txt,entertainment,Henri Matisse,Artist,Musician
018.txt,entertainment,Jean-Michel Basquiat,Artist,Musician
018.txt,entertainment,Francesco Clemente,Artist,Musician
187.txt,entertainment,Jeremy Edwards,Actor,TV/Film Personality
187.txt,entertainment,Kenzie,Singer,Musician
187.txt,entertainment,Bez,Musician,Musician
187.txt,entertainment,Brigitte Nielsen,Actress,TV/Film Personality
187.txt,entertainment,Lisa I'Anson,DJ,Musician
144.txt,entertainment,Eminem,Rapper,Musician
144.txt,entertainment,Elvis Presley,Musician,Musician
144.txt,entertainment,Brian McFadden,Singer,Musician
144.txt,entertainment,Delta Goodrem,Singer,Musician
144.txt,entertainment,Cliff Richard,Singer,Musician
144.txt,entertainment,Boy George,Singer,Musician
144.txt,entertainment,Mike Read,Former DJ,Musician
346.txt,entertainment,Judy Craymer,Producer,TV/Film Personality
346.txt,entertainment,Joss Stone,Singer,Musician
346.txt,entertainment,Paul McCartney,Musician,Musician
346.txt,entertainment,Andrew Lloyd-Webber,Composer,Musician
346.txt,entertainment,Cameron Mackintosh,Theatre impresario,TV/Film Personality
346.txt,entertainment,Charlotte Church,Singer,Musician
346.txt,entertainment,Daniel Bedingfield,Singer,Musician
346.txt,entertainment,Will Young,Singer,Musician
346.txt,entertainment,Victoria Beckham,Former singer,Musician
346.txt,entertainment,Dhani Harrison,Musician,Musician
352.txt,entertainment,Imelda Staunton,Actress,TV/Film Personality
352.txt,entertainment,Mike Leigh,Director,TV/Film Personality
352.txt,entertainment,Dan Jolin,Empire magazine's reviews editor,Media Personality
352.txt,entertainment,Phil Davis,Actor,TV/Film Personality
352.txt,entertainment,Kate Winslet,Actress,TV/Film Personality
352.txt,entertainment,Natalie Portman,Actress,TV/Film Personality
352.txt,entertainment,Peter Bradshaw,The Guardian's film critic,TV/Film Personality
347.txt,entertainment,Martin Campbell,Director,TV/Film Personality
347.txt,entertainment,Pierce Brosnan,Actor,TV/Film Personality
347.txt,entertainment,Dougray Scott,Actor,TV/Film Personality
347.txt,entertainment,Clive Owen,Actor,TV/Film Personality
347.txt,entertainment,Hugh Jackman,Actor,TV/Film Personality
347.txt,entertainment,Quentin Tarantino,Director,TV/Film Personality
347.txt,entertainment,Catherine Zeta Jones,Actor,TV/Film Personality
347.txt,entertainment,Antonio Banderas,Actor,TV/Film Personality
347.txt,entertainment,Neal Purvis,Screenwriter,TV/Film Personality
347.txt,entertainment,Robert Wade,Screenwriter,TV/Film Personality
347.txt,entertainment,David Niven,Actor,TV/Film Personality
347.txt,entertainment,Barry Nelson,Actor,TV/Film Personality
179.txt,entertainment,Desperate Housewives,television hit,TV/Film Personality
179.txt,entertainment,Celebrity Big Brother,television show,TV/Film Personality
186.txt,entertainment,Johnny Vaughan,ex-Big Breakfast presenter,TV/Film Personality
186.txt,entertainment,Denise Van Outen,ex-Big Breakfast presenter,TV/Film Personality
186.txt,entertainment,Graham Norton,TV presenter,TV/Film Personality
019.txt,entertainment,Christian Slater,Actor,TV/Film Personality
019.txt,entertainment,Dallas Roberts,Actor,TV/Film Personality
019.txt,entertainment,Philip Rinaldi,Spokesman,Media Personality
019.txt,entertainment,David Leveaux,Director,TV/Film Personality
019.txt,entertainment,Jessica Lange,Actor,TV/Film Personality
219.txt,entertainment,Dick Clark,"US television host, producer",TV/Film Personality
225.txt,entertainment,Sylvester Stallone,Actor,TV/Film Personality
225.txt,entertainment,Brigitte Nielsen,Actress,TV/Film Personality
225.txt,entertainment,Kenzie,Blazin' Squad singer,Musician
231.txt,entertainment,Huw Stephens,Radio DJ,Musician
231.txt,entertainment,Ras Kwame,Radio DJ,Musician
231.txt,entertainment,Rob Da Bank,Radio DJ,Musician
027.txt,entertainment,Simon Cowell,TV Personality and Producer,TV/Film Personality
033.txt,entertainment,Alfonso Cuaron,Director,TV/Film Personality
033.txt,entertainment,Daniel Radcliffe,Actor,TV/Film Personality
033.txt,entertainment,Emma Watson,Actor,TV/Film Personality
033.txt,entertainment,Gary Oldman,Actor,TV/Film Personality
033.txt,entertainment,Emma Thompson,Actor,TV/Film Personality
190.txt,entertainment,Cyril Fletcher,Comedian and broadcaster,Media Personality
190.txt,entertainment,Esther Rantzen,TV host,TV/Film Personality
153.txt,entertainment,Usher,R&B singer,Musician
153.txt,entertainment,Alicia Keys,Singer,Musician
153.txt,entertainment,Eminem,Rapper,Musician
153.txt,entertainment,Chester Bennington,Linkin Park singer,Musician
153.txt,entertainment,Matt Bellamy,Muse singer,Musician
153.txt,entertainment,Xzibit,Hip-hop artist,Musician
153.txt,entertainment,Gwen Stefani,No Doubt singer,Musician
153.txt,entertainment,Pharrell Williams,Singer,Musician
147.txt,entertainment,James Newton,"Flautist, composer, performer, university professor",Musician
386.txt,entertainment,Joss Whedon,"Creator of Buffy the Vampire Slayer, writer, director",TV/Film Personality
386.txt,entertainment,Linda Carter,Actress,TV/Film Personality
351.txt,entertainment,John Woodward,UK Film Council chief executive,TV/Film Personality
345.txt,entertainment,Britney Spears,Pop star,TV/Film Personality
350.txt,entertainment,Jamie Foxx,Actor,TV/Film Personality
350.txt,entertainment,Ray Charles,Blues singer,Musician
350.txt,entertainment,Michelle Gellar,Actress,TV/Film Personality
350.txt,entertainment,Jennifer Lopez,Actress,TV/Film Personality
350.txt,entertainment,Richard Gere,Actor,TV/Film Personality
350.txt,entertainment,Taylor Hackford,Director,TV/Film Personality
152.txt,entertainment,Elvis Presley,Musician,Musician
191.txt,entertainment,Lenny Henry,Actor,TV/Film Personality
191.txt,entertainment,Sacha Baron Cohen,Actor,TV/Film Personality
191.txt,entertainment,Shane Richie,Actor,TV/Film Personality
032.txt,entertainment,Robert Redford,"Actor, Director, Founder of Sundance Film Festival",TV/Film Personality
026.txt,entertainment,Charles Saumarez Smith,National Gallery director,TV/Film Personality
026.txt,entertainment,Robin Broke,Alva director,TV/Film Personality
224.txt,entertainment,Colin Farrell,Actor,TV/Film Personality
224.txt,entertainment,Zach Braff,Actor,TV/Film Personality
280.txt,entertainment,Bill Conti,Musical Director of the Oscars,TV/Film Personality
082.txt,entertainment,Leonardo DiCaprio,Actor,TV/Film Personality
082.txt,entertainment,Charles Evans Jr,Producer,TV/Film Personality
082.txt,entertainment,Michael Mann,Producer,TV/Film Personality
082.txt,entertainment,Graham King,Producer,TV/Film Personality
082.txt,entertainment,Sandy Climan,Producer,TV/Film Personality
082.txt,entertainment,Clint Eastwood,"Actor, Director",TV/Film Personality
041.txt,entertainment,Mel Gibson,Producer,TV/Film Personality
041.txt,entertainment,Frank Pierson,Academy president,Politician
069.txt,entertainment,Jamie Foxx,Actor,TV/Film Personality
069.txt,entertainment,Hilary Swank,Actor,TV/Film Personality
069.txt,entertainment,Cate Blanchett,Actor,TV/Film Personality
069.txt,entertainment,Morgan Freeman,Actor,TV/Film Personality
069.txt,entertainment,Clint Eastwood,"Actor, Director",TV/Film Personality
121.txt,entertainment,Mark Robertson,The List's music editor,TV/Film Personality
121.txt,entertainment,Vic Galloway,BBC Radio Scotland presenter,TV/Film Personality
337.txt,entertainment,Leonardo DiCaprio,Actor,TV/Film Personality
337.txt,entertainment,Martin Scorsese,Director,TV/Film Personality
337.txt,entertainment,Jane Russell,Actress,TV/Film Personality
322.txt,entertainment,Marilyn Manson,Musician,Musician
322.txt,entertainment,Pete Doherty,Musician,Musician
322.txt,entertainment,Bruce Dickinson,Musician,Musician
120.txt,entertainment,Bob Marley,Reggae star,TV/Film Personality
054.txt,entertainment,Anurag Kashyap,Director,TV/Film Personality
054.txt,entertainment,S Hussain Zaidi,Journalist,Media Personality
256.txt,entertainment,Joss Stone,soul singer,Musician
256.txt,entertainment,Dizzee Rascal,musician,Musician
256.txt,entertainment,Jamelia,musician,Musician
256.txt,entertainment,Lemar,musician,Musician
256.txt,entertainment,The Streets,musician,Musician
295.txt,entertainment,Dame Julie Andrews,Actress,TV/Film Personality
295.txt,entertainment,Laura Michelle Kelly,Actress,TV/Film Personality
295.txt,entertainment,Sir Cameron Mackintosh,Theatre Impresario,TV/Film Personality
295.txt,entertainment,Richard Eyre,Director,TV/Film Personality
281.txt,entertainment,Nelly,Rapper,Musician
281.txt,entertainment,Reverend Adrian Rodgers,Minister,Politician
254.txt,entertainment,Jamelia,"R&B star, singer, model",Musician
240.txt,entertainment,Elvis Presley,Musician,Musician
240.txt,entertainment,Sir Cliff Richard,Musician,Musician
240.txt,entertainment,Russell Watson,Musician,Musician
240.txt,entertainment,Boy George,Musician,Musician
240.txt,entertainment,Bill Wyman,Musician,Musician
268.txt,entertainment,Ozzy Osbourne,Musician,Musician
268.txt,entertainment,Ashley Bird,Kerrang! editor,Media Personality
095.txt,entertainment,Leonardo DiCaprio,Actor,TV/Film Personality
095.txt,entertainment,Clint Eastwood,Director,TV/Film Personality
095.txt,entertainment,Hilary Swank,Actress,TV/Film Personality
095.txt,entertainment,Jamie Foxx,Actor,TV/Film Personality
095.txt,entertainment,Clive Owen,Actor,TV/Film Personality
095.txt,entertainment,Natalie Portman,Actress,TV/Film Personality
095.txt,entertainment,Annette Bening,Actress,TV/Film Personality
095.txt,entertainment,Mick Jagger,Musician,Musician
095.txt,entertainment,Dave Stewart,Musician,Musician
095.txt,entertainment,Ian McShane,Actor,TV/Film Personality
095.txt,entertainment,Kate Winslet,Actress,TV/Film Personality
095.txt,entertainment,Imelda Staunton,Actress,TV/Film Personality
095.txt,entertainment,Teri Hatcher,Actress,TV/Film Personality
095.txt,entertainment,Jason Bateman,Actor,TV/Film Personality
095.txt,entertainment,Robin Williams,Actor,TV/Film Personality
081.txt,entertainment,Leonardo DiCaprio,Best actor nominee,TV/Film Personality
081.txt,entertainment,Cate Blanchett,Co-star,TV/Film Personality
042.txt,entertainment,Im Kwon-Taek,South Korean film director,TV/Film Personality
042.txt,entertainment,Mark Dornford-May,British director,TV/Film Personality
042.txt,entertainment,Charles Hazlewood,Music director,TV/Film Personality
122.txt,entertainment,Fatboy Slim,DJ,Musician
